feature,r
terms_abstract_tfidf__evidenced,0.06411788
terms_abstract_tfidf__absent,0.06398641
terms_abstract_tfidf__executive functions,0.063971065
terms_abstract_tfidf__aim,0.063948736
terms_abstract_tfidf__subtraction,0.06394404
terms_abstract_tfidf__control condition,0.06392394
terms_abstract_tfidf__handed,0.06391085
terms_abstract_tfidf__index finger,0.06385297
terms_abstract_tfidf__context,0.063787974
terms_abstract_tfidf__clustering,0.06372383
terms_abstract_tfidf__guide,0.063580096
terms_abstract_tfidf__meaning,0.06352345
terms_abstract_tfidf__temporal pole,0.0634475
terms_abstract_tfidf__explain,0.06338788
terms_abstract_tfidf__detect,0.06323317
terms_abstract_tfidf__methodology,0.063227355
terms_abstract_tfidf__selection,0.06318414
terms_abstract_tfidf__moderate,0.06309227
terms_abstract_tfidf__oxygenation level,0.0630683
terms_abstract_tfidf__patient group,0.063048065
terms_abstract_tfidf__ica,0.06296317
terms_abstract_tfidf__caudal,0.06293893
terms_abstract_tfidf__13,0.06284852
terms_abstract_tfidf__46,0.06281547
LDA200_abstract_weight__59_individual_variability_subject,0.06280191
terms_abstract_tfidf__sizes,0.062774226
LDA200_abstract_weight__89_pfc_prefrontal_cortex,0.06272831
terms_abstract_tfidf__frontoparietal,0.062722504
terms_abstract_tfidf__compromised,0.062650904
terms_abstract_tfidf__frontoparietal network,0.06258402
terms_abstract_tfidf__impulsive,0.062572226
terms_abstract_tfidf__task demands,0.06252569
terms_abstract_tfidf__social,0.06248456
terms_abstract_tfidf__day,0.06248359
terms_abstract_tfidf__noise,0.062461946
terms_abstract_tfidf__noxious,0.06242349
terms_abstract_tfidf__td,0.06230644
terms_abstract_tfidf__behavioral,0.06226217
terms_abstract_tfidf__wm,0.06220665
terms_abstract_tfidf__manifest,0.062195044
terms_abstract_tfidf__widely,0.062157135
terms_abstract_tfidf__ventral premotor,0.06211386
terms_abstract_tfidf__receiving,0.06210386
terms_abstract_tfidf__insular cortex,0.06202024
terms_abstract_tfidf__systems involved,0.062015414
terms_abstract_tfidf__normal,0.06198148
terms_abstract_tfidf__effort,0.06195344
terms_abstract_tfidf__hemispheres,0.061940465
terms_abstract_tfidf__caudate,0.061887704
terms_abstract_tfidf__knowledge,0.061868057
terms_abstract_tfidf__ventrolateral prefrontal,0.061816353
terms_abstract_tfidf__bilinguals,0.06165906
terms_abstract_tfidf__dorsomedial prefrontal,0.061600104
LDA400_abstract_weight__43_task_recruitment_recruited,0.061576225
terms_abstract_tfidf__identical,0.06155474
LDA400_abstract_weight__183_moral_psychopathy_harm,0.061392687
terms_abstract_tfidf__emotional responses,0.061360955
terms_abstract_tfidf__subcortical,0.0610416
LDA200_abstract_weight__49_thalamus_putamen_striatal,0.061035745
terms_abstract_tfidf__loop,0.060911518
terms_abstract_tfidf__deficient,0.060871273
terms_abstract_tfidf__decision task,0.060804643
terms_abstract_tfidf__mediates,0.0607774
terms_abstract_tfidf__gains,0.06075785
LDA400_abstract_weight__363_dacc_dorsal_cingulate,0.06065288
terms_abstract_tfidf__hz,0.0605778
terms_abstract_tfidf__healthy adults,0.06047272
terms_abstract_tfidf__significance statement,0.060385857
terms_abstract_tfidf__pressure,0.06037727
terms_abstract_tfidf__circuitry,0.060359694
terms_abstract_tfidf__motor premotor,0.060354415
LDA200_abstract_weight__127_task_performance_cognitive,0.06032725
terms_abstract_tfidf__demands,0.06024074
terms_abstract_tfidf__component ica,0.060236067
terms_abstract_tfidf__stored,0.06020789
terms_abstract_tfidf__impaired,0.060195554
LDA200_abstract_weight__60_mechanisms_underlying_evaluation,0.060134903
terms_abstract_tfidf__differentiate,0.060053356
terms_abstract_tfidf__group healthy,0.06004215
LDA400_abstract_weight__283_correct_successful_incorrect,0.060000837
terms_abstract_tfidf__dual,0.059964128
LDA50_abstract_weight__46_hemisphere_language_stroke,0.059897482
terms_abstract_tfidf__pfc,0.0597247
terms_abstract_tfidf__pharmacological,0.059648834
terms_abstract_tfidf__transcranial,0.059612222
terms_abstract_tfidf__set,0.059542906
terms_abstract_tfidf__lateral frontal,0.059460927
LDA400_abstract_weight__225_olfactory_odor_odors,0.05938575
terms_abstract_tfidf__parietal temporal,0.05928568
terms_abstract_tfidf__instructed,0.059271462
terms_abstract_tfidf__slow,0.05923929
terms_abstract_tfidf__adolescent,0.059181217
terms_abstract_tfidf__modulating,0.059001707
terms_abstract_tfidf__important,0.058832157
terms_abstract_tfidf__facilitates,0.058780696
terms_abstract_tfidf__regard,0.05865324
terms_abstract_tfidf__fashion,0.05865259
terms_abstract_tfidf__15,0.058554348
terms_abstract_tfidf__assessed,0.058548667
terms_abstract_tfidf__changing,0.05853788
terms_abstract_tfidf__cortico,0.05846279
terms_abstract_tfidf__relates,0.058459073
terms_abstract_tfidf__recognizing,0.058258794
LDA200_abstract_weight__195_group_age_magnetic,0.05820445
LDA100_abstract_weight__20_pd_basal_ganglia,0.058140554
terms_abstract_tfidf__level,0.058138326
terms_abstract_tfidf__timing,0.05805524
terms_abstract_tfidf__respond,0.05804453
terms_abstract_tfidf__focus,0.057984307
terms_abstract_tfidf__interactive,0.05793031
terms_abstract_tfidf__equally,0.057779077
terms_abstract_tfidf__negative feedback,0.05772592
LDA400_abstract_weight__393_increasing_level_time,0.057724655
terms_abstract_tfidf__insula inferior,0.057719156
terms_abstract_tfidf__complementary,0.057677865
terms_abstract_tfidf__accurate,0.057661917
LDA400_abstract_weight__257_preference_preferences_nirs,0.057432253
LDA400_abstract_weight__223_humor_lc_na,0.05732445
terms_abstract_tfidf__significance,0.05721199
LDA200_abstract_weight__34_fatigue_spinal_cord,0.057203982
terms_abstract_tfidf__environmental,0.057191256
LDA400_abstract_weight__119_temporal_lobe_anterior,0.057187922
LDA100_abstract_weight__95_adults_age_older,0.05711992
terms_abstract_tfidf__analysed,0.056897722
terms_abstract_tfidf__trials,0.05687701
terms_abstract_tfidf__indirect,0.056845233
LDA200_abstract_weight__133_pd_error_errors,0.05681993
terms_abstract_tfidf__sets,0.056641817
terms_abstract_tfidf__model,0.056607
terms_abstract_tfidf__inter,0.056587934
terms_abstract_tfidf__semantics,0.05657951
terms_abstract_tfidf__gyrus middle,0.0564904
terms_abstract_tfidf__computed,0.056489028
terms_abstract_tfidf__premotor cortex,0.05647184
terms_abstract_tfidf__responds,0.056344252
terms_abstract_tfidf__auditory visual,0.056299016
terms_abstract_tfidf__injury,0.056241587
terms_abstract_tfidf__detecting,0.05614336
LDA100_abstract_weight__35_regulation_emotion_reappraisal,0.05612667
terms_abstract_tfidf__recall,0.056026738
terms_abstract_tfidf__connected,0.05590179
terms_abstract_tfidf__parametric mapping,0.055885404
terms_abstract_tfidf__equivalent,0.055881012
LDA400_abstract_weight__278_prediction_predictive_predictions,0.055807773
terms_abstract_tfidf__thalamus,0.055792958
terms_abstract_tfidf__circuit,0.055713467
terms_abstract_tfidf__understanding,0.05553141
LDA400_abstract_weight__41_frontoparietal_subregions_network,0.05552845
terms_abstract_tfidf__predominantly,0.055523116
terms_abstract_tfidf__deficits,0.05550888
terms_abstract_tfidf__personality,0.05529537
terms_abstract_tfidf__portions,0.055242617
terms_abstract_tfidf__success,0.055204306
terms_abstract_tfidf__integrative,0.055030987
LDA200_abstract_weight__96_hd_psychopathy_fcd,0.055028472
terms_abstract_tfidf__s1,0.055020183
terms_abstract_tfidf__emphasize,0.05497624
LDA400_abstract_weight__220_question_unique_questions,0.054811936
terms_abstract_tfidf__cortical subcortical,0.05477298
terms_abstract_tfidf__analyses,0.054754894
terms_abstract_tfidf__required,0.05470693
LDA400_abstract_weight__200_load_task_high,0.05463919
terms_abstract_tfidf__experienced,0.05458284
terms_abstract_tfidf__hyperactivation,0.0543968
terms_abstract_tfidf__reducing,0.0542497
terms_abstract_tfidf__investigations,0.054207746
terms_abstract_tfidf__indicates,0.0541865
terms_abstract_tfidf__commonly,0.05409858
terms_abstract_tfidf__angular,0.054038346
terms_abstract_tfidf__considerable,0.054012656
terms_abstract_tfidf__implications,0.05384976
terms_abstract_tfidf__underlying,0.05372885
terms_abstract_tfidf__strong,0.053711437
terms_abstract_tfidf__older adults,0.053576108
LDA400_abstract_weight__28_sma_pre_motor,0.053550802
terms_abstract_tfidf__frontal lobe,0.053542156
terms_abstract_tfidf__comparable,0.05349895
terms_abstract_tfidf__independent component,0.05348944
terms_abstract_tfidf__iii,0.053470064
LDA400_abstract_weight__145_gyrus_temporal_frontal,0.053442277
LDA400_abstract_weight__291_infant_attachment_child,0.05343536
terms_abstract_tfidf__state connectivity,0.053393584
LDA400_abstract_weight__67_cortex_lateral_prefrontal,0.053294517
terms_abstract_tfidf__triggered,0.0532713
LDA400_abstract_weight__118_striatum_striatal_ventral,0.053227928
LDA400_abstract_weight__399_bipolar_bd_disorder,0.053208183
terms_abstract_tfidf__cortex parietal,0.053102456
terms_abstract_tfidf__focused,0.05307966
terms_abstract_tfidf__performing,0.053063255
terms_abstract_tfidf__socially,0.053046055
terms_abstract_tfidf__stimulation tms,0.05302756
LDA400_abstract_weight__143_taste_swallowing_gustatory,0.052884635
terms_abstract_tfidf__methodology principal,0.0528632
terms_abstract_tfidf__simultaneous,0.052746687
terms_abstract_tfidf__younger,0.052686177
terms_abstract_tfidf__higher,0.052652426
terms_abstract_tfidf__skill,0.052629158
terms_abstract_tfidf__main,0.05261094
terms_abstract_tfidf__incongruent,0.05258837
LDA400_abstract_weight__208_reaction_time_times,0.052508205
terms_abstract_tfidf__previous research,0.052421458
terms_abstract_tfidf__requires,0.05241828
terms_abstract_tfidf__phenomenon,0.052318394
LDA400_abstract_weight__296_effort_fnc_reporting,0.052304976
terms_abstract_tfidf__premotor,0.052299898
terms_abstract_tfidf__sma,0.05217066
LDA400_abstract_weight__238_adults_older_age,0.052157387
terms_abstract_tfidf__supplementary motor,0.052105106
terms_abstract_tfidf__network connectivity,0.052019056
terms_abstract_tfidf__exclusively,0.05197909
terms_abstract_tfidf__frequently,0.05196322
LDA400_abstract_weight__191_stimulation_rtms_tdcs,0.051941384
terms_abstract_tfidf__self,0.051738974
terms_abstract_tfidf__acts,0.051665038
terms_abstract_tfidf__assumed,0.051591214
terms_abstract_tfidf__use functional,0.05157373
terms_abstract_tfidf__functionally,0.05155014
terms_abstract_tfidf__external,0.05142536
terms_abstract_tfidf__neurobiological,0.051394355
terms_abstract_tfidf__47,0.0513715
terms_abstract_tfidf__widespread,0.051312774
LDA50_abstract_weight__18_number_ips_numerical,0.051284995
terms_abstract_tfidf__outcome,0.051231217
terms_abstract_tfidf__insula,0.051083457
LDA50_abstract_weight__20_control_conflict_task,0.051064014
terms_abstract_tfidf__oddball,0.050943833
LDA400_abstract_weight__94_events_future_past,0.050942935
terms_abstract_tfidf__underpinning,0.0508141
terms_abstract_tfidf__anti,0.050786085
terms_abstract_tfidf__concomitant,0.050706986
terms_abstract_tfidf__difficulty,0.050616764
terms_abstract_tfidf__blocks,0.050542615
terms_abstract_tfidf__rich,0.050534908
terms_abstract_tfidf__cortex mpfc,0.050531473
terms_abstract_tfidf__vlpfc,0.05053113
terms_abstract_tfidf__meg,0.050495807
terms_abstract_tfidf__appropriate,0.050399486
terms_abstract_tfidf__43,0.05037617
terms_abstract_tfidf__addressed,0.05034232
terms_abstract_tfidf__uncertainty,0.05027077
terms_abstract_tfidf__functioning,0.050213125
terms_abstract_tfidf__signal change,0.050185014
terms_abstract_tfidf__mechanisms involved,0.050051644
terms_abstract_tfidf__internal,0.04999815
terms_abstract_tfidf__combination,0.049886186
LDA200_abstract_weight__69_response_sensitivity_hemodynamic,0.04981813
terms_abstract_tfidf__36,0.04967125
terms_abstract_tfidf__prediction,0.049602963
terms_abstract_tfidf__cortices,0.049485836
LDA200_abstract_weight__95_verbs_verb_nouns,0.049367514
terms_abstract_tfidf__behavioral evidence,0.049197126
terms_abstract_tfidf__manipulations,0.04915175
terms_abstract_tfidf__parietal network,0.049129162
LDA400_abstract_weight__388_conflict_response_monitoring,0.049099416
LDA400_abstract_weight__141_task_performing_cognitive,0.04905627
terms_abstract_tfidf__occurrence,0.04902848
terms_abstract_tfidf__varied,0.048860908
terms_abstract_tfidf__modality,0.04866282
LDA400_abstract_weight__83_mapping_scanner_mr,0.048656438
terms_abstract_tfidf__semantic,0.04862194
LDA200_abstract_weight__141_systems_predicted_models,0.048601937
terms_abstract_tfidf__lateralization,0.048548084
terms_abstract_tfidf__17,0.048543148
terms_abstract_tfidf__reversed,0.048397236
terms_abstract_tfidf__interhemispheric,0.04839191
terms_abstract_tfidf__consisting,0.04838521
LDA50_abstract_weight__17_motor_cortex_hand,0.048335712
terms_abstract_tfidf__processes involved,0.04827426
terms_abstract_tfidf__preceding,0.048227705
terms_abstract_tfidf__variation,0.048220314
terms_abstract_tfidf__operation,0.04817332
terms_abstract_tfidf__highly,0.04816213
terms_abstract_tfidf__matrix,0.048021708
terms_abstract_tfidf__certain,0.047995027
terms_abstract_tfidf__parameters,0.04797595
terms_abstract_tfidf__inferior middle,0.04796905
terms_abstract_tfidf__male female,0.04795851
terms_abstract_tfidf__si,0.047925446
terms_abstract_tfidf__sii,0.04791384
terms_abstract_tfidf__medial prefrontal,0.04789289
terms_abstract_tfidf__debate,0.047848895
terms_abstract_tfidf__asymmetry,0.04782251
LDA200_abstract_weight__53_stimulation_tms_rtms,0.047706276
terms_abstract_tfidf__nodes,0.04755164
terms_abstract_tfidf__distributed,0.047464922
LDA400_abstract_weight__357_verbs_verb_nouns,0.04745759
terms_abstract_tfidf__medial pfc,0.04743734
terms_abstract_tfidf__extent,0.047396544
terms_abstract_tfidf__architecture,0.04736427
LDA400_abstract_weight__172_anterior_insula_cortex,0.047279224
terms_abstract_tfidf__attentional control,0.047265347
terms_abstract_tfidf__zone,0.04726293
terms_abstract_tfidf__lack,0.047095135
terms_abstract_tfidf__read,0.04708862
terms_abstract_tfidf__globus,0.04698077
terms_abstract_tfidf__pallidus,0.046972014
terms_abstract_tfidf__globus pallidus,0.046972014
terms_abstract_tfidf__evaluation,0.04680948
terms_abstract_tfidf__inconsistent,0.04674243
terms_abstract_tfidf__describing,0.046733703
terms_abstract_tfidf__mental,0.04673322
LDA200_abstract_weight__31_hearing_deaf_sign,0.04670709
terms_abstract_tfidf__higher order,0.04665921
LDA200_abstract_weight__171_cortex_prefrontal_medial,0.04663262
terms_abstract_tfidf__cortex dacc,0.04659426
terms_abstract_tfidf__demonstrate,0.04656395
terms_abstract_tfidf__gyrus ba,0.04656158
terms_abstract_tfidf__modulations,0.0465578
terms_abstract_tfidf__dynamic,0.046510488
terms_abstract_tfidf__exact,0.04647739
terms_abstract_tfidf__medication,0.046406087
terms_abstract_tfidf__striatal,0.04633283
LDA400_abstract_weight__250_gestures_gesture_communicative,0.046315715
terms_abstract_tfidf__reveals,0.04628361
terms_abstract_tfidf__best,0.046269
terms_abstract_tfidf__involved cognitive,0.046178132
terms_abstract_tfidf__function,0.04614374
LDA400_abstract_weight__66_fine_fcd_grained,0.045959648
terms_abstract_tfidf__resolve,0.045880836
terms_abstract_tfidf__outcomes,0.045832653
terms_abstract_tfidf__response,0.04581304
terms_abstract_tfidf__cognition,0.045620494
terms_abstract_tfidf__deficit,0.045594495
terms_abstract_tfidf__motor network,0.045565188
terms_abstract_tfidf__parietal lobe,0.045525473
terms_abstract_tfidf__dopaminergic,0.045398835
terms_abstract_tfidf__consequences,0.045364328
terms_abstract_tfidf__tasks,0.045361422
terms_abstract_tfidf__direct evidence,0.04535659
terms_abstract_tfidf__judge,0.04524474
terms_abstract_tfidf__previous,0.045218274
terms_abstract_tfidf__sub,0.045181207
terms_abstract_tfidf__sn,0.045180738
LDA100_abstract_weight__43_prefrontal_cortex_pfc,0.045148183
terms_abstract_tfidf__distinguished,0.045145653
terms_abstract_tfidf__angular gyrus,0.04509399
terms_abstract_tfidf__task difficulty,0.045071986
LDA400_abstract_weight__123_words_word_lexical,0.045061667
terms_abstract_tfidf__striking,0.044948738
terms_abstract_tfidf__learned,0.044744406
terms_abstract_tfidf__negative emotional,0.044637095
terms_abstract_tfidf__involved,0.044612728
terms_abstract_tfidf__contingent,0.04455443
LDA400_abstract_weight__171_task_switching_set,0.04448945
terms_abstract_tfidf__failure,0.04446406
terms_abstract_tfidf__include,0.044438988
terms_abstract_tfidf__primary motor,0.04433598
terms_abstract_tfidf__caused,0.04432007
terms_abstract_tfidf__passive,0.044282388
terms_abstract_tfidf__tomography pet,0.044226877
LDA100_abstract_weight__47_magnetic_resonance_high,0.044134255
LDA200_abstract_weight__15_resonance_magnetic_mechanisms,0.044134255
terms_abstract_tfidf__independent,0.044112343
terms_abstract_tfidf__tegmental,0.044061836
terms_abstract_tfidf__cognitive emotional,0.044029936
terms_abstract_tfidf__cortex superior,0.044025484
terms_abstract_tfidf__possibly,0.04401798
terms_abstract_tfidf__parietal lobule,0.043974068
terms_abstract_tfidf__engaged,0.04381272
terms_abstract_tfidf__attempt,0.043804154
LDA200_abstract_weight__134_motor_cortex_supplementary,0.043784514
terms_abstract_tfidf__notably,0.043671824
terms_abstract_tfidf__targeted,0.043569088
terms_abstract_tfidf__temporal parietal,0.043382116
terms_abstract_tfidf__cerebral cortex,0.043126814
terms_abstract_tfidf__contained,0.04310634
terms_abstract_tfidf__adhd,0.043092184
terms_abstract_tfidf__21,0.04305081
terms_abstract_tfidf__window,0.042962443
terms_abstract_tfidf__arithmetic,0.04288607
